                                    QX( 3)  Minersville Reservoir inlfow                                                 PAGE  1

           WATER
           YEAR    OCT     NOV     DEC     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP       ANN
           2009   1090.   1020.    940.    970.   1000.   1490.   3090.  11250.   4700.   3720.   2210.   1140.    32620.

          +AVE.   1426.   1304.   1173.   1106.   1014.   1414.   2857.   9272.   9796.   4342.   2553.   1615.    37872.


          +   AVE. GIVEN FOR YEARS OF CONCURRENT DATA WITH CORRELATED STATION
                                    QX( 3)  Minersville Reservoir inlfow                                                 PAGE  4

           R      0.901   0.852   0.761   0.759   0.660   0.748   0.712   0.926   0.969   0.934   0.886   0.783               0.964
           A   -.24E+04-.17E+04-.14E+04-.13E+04-.20E+04-.14E+04-.41E+04-.72E+04-.65E+04-.11E+04-.12E+04-.19E+04          -0.193E+05
           B   0.31E+010.30E+010.32E+010.36E+010.43E+010.29E+010.21E+010.13E+010.14E+010.81E+000.13E+010.21E+01           0.141E+01

           WATER
           YEAR    OCT     NOV     DEC     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP       SUM       ANN

          *1915   5427.   3501.   3874.   3792.   3383.   3388.   6046.   7036.   8951.   2454.   1773.   1830.    51455.    44972.
          *1916   2808.   3051.   3095.   2283.   4446.   6526.   9259.  10987.   5757.   2608.   3265.   2777.    56863.    50030.
          *1917   5211.   4130.   2446.   2894.   4234.   3215.   2641.   1714.   9384.   2169.   1206.   1346.    40590.    35490.
          *1918   2245.   2038.   2689.   3181.   2631.   2726.   2729.   3866.   1427.   1579.   1319.   1153.    27582.    25645.
          *1919   2901.   2811.   3127.   2930.   2150.   2553.   7781.   9143.      0.    696.    810.   1115.    36017.    30108.
          *1920   1915.   2541.   2446.   2175.   1938.   1546.      0.  19140.  10697.   2519.   2169.   1662.    48748.    51185.
          *1921   3055.   2841.   2121.   3145.   3298.   4770.   2212.   9683.  18561.   2926.   2592.   2651.    57855.    55764.
          *1922   3086.   2991.   3354.   3253.   2916.   2726.    585.  20102.  16802.   2714.   2592.   2146.    63265.    62837.
          *1923   2593.   2871.   3517.   3936.   3426.   2927.   2748.  18113.   7706.   3178.   2288.   1893.    55196.    53299.
          *1924   2913.   2838.   3095.   3551.   3881.   2766.   5470.   3675.      0.    318.    398.    334.    29240.    21552.
          *1925    868.   1462.   2186.   2103.   2150.   2726.   4076.   9485.   1371.   2112.   1826.   1725.    32091.    32630.
          *1926   3548.   3381.   3549.   3289.   3171.   3561.   7203.  15426.   2170.   1119.   1311.   1199.    48926.    43183.
          *1927   2038.   2151.   2867.   3397.   3724.   2899.   3133.   7180.   1520.   1640.   1932.   2083.    34564.    31503.
          *1928   3363.   4310.   3809.   4582.   4574.   4856.   3498.   9709.   2183.   1607.   1694.   1578.    45764.    38223.
          *1929   2901.   2961.   2575.   3073.   3511.   3618.   2255.  16190.   4539.   2039.   1879.   2546.    48087.    45451.
          *1930   2562.   2781.   3192.   3073.   2661.   2668.   8488.   5955.   1980.   1029.   1470.   1557.    37417.    32376.
          *1931   2497.   1936.   2374.   2632.   2933.   2366.    874.      0.      0.      0.     44.      0.    15655.     7040.
          *1932    714.    742.   1180.   1313.   1938.   1891.   2855.   9788.   5256.   2568.   1100.    673.    30018.    33870.
          *1933   1761.   1642.   2575.   4187.   2278.   1287.      0.     28.  11049.   1689.   1298.    968.    28761.    28065.
          *1934   1829.   2068.   1764.   1748.   2193.   2628.   1302.      0.      0.      0.      0.      0.    13531.     3905.
          *1935    128.    892.   1569.   2175.   2278.   2006.   1827.   2333.  11618.   1925.   1259.    947.    28957.    31559.
          *1936   1361.   1852.   2153.   3002.   2703.   2323.   6625.   8880.  10196.   3553.   3819.   2630.    49095.    48804.
          *1937   3086.   2691.   2965.   3073.   2746.   2783.   6453.  23909.   7462.   2836.   1905.   1599.    61509.    59751.
          *1938   2038.   2451.   3289.   2678.   2320.   2668.   5747.   9907.   8004.   2364.   1417.   1136.    44020.    42422.
          *1939   2642.   2256.   3001.   3386.   2890.   3549.   3872.    251.      0.    355.    550.    890.    23643.    16047.
          *1940   1977.   1612.   1861.   2103.   2533.   2841.   6732.  12238.    722.    590.    836.   1325.    35370.    33306.
          *1941   2100.   1912.   2381.   2966.   2788.   2294.      0.  20089.  22135.   3862.   2869.   2293.    65687.    68134.
          *1942   4072.   4070.   4133.   4618.   3894.   3129.   6196.  12568.   6758.   1851.   1681.   1262.    54233.    47311.
          *1943   2180.   2352.   2666.   2987.   3541.   3428.  10836.   4485.      0.    804.   1691.   1073.    36044.    29822.
          *1944   2346.   2241.   2543.   2858.   2746.   2380.    863.  12001.  16490.   3536.   1932.   1830.    51768.    53115.
          *1945   2439.   2751.   3062.   3361.   3128.   2726.   1206.   9802.   6474.   3056.   2235.   1809.    42049.    41041.
          *1946   2784.   2709.   3283.   3619.   3290.   2835.   7100.   2544.    251.    547.   1047.    743.    30753.    24795.
          *1947   2346.   2481.   2867.   2642.   2746.   3791.   5104.  17560.   5933.   2682.   3067.   2230.    53449.    51721.
          *1948   3209.   2451.   3127.   2894.   2661.   2179.   2405.   8880.   2319.   1200.   1113.    799.    33237.    31066.
          *1949   1422.   1882.   2478.   2642.   2405.   2438.   5511.   9090.  11672.   3007.   1760.   1262.    45570.    45775.
          *1950   2559.   2469.   2702.   2966.   3179.   2628.   2407.      0.      0.    497.    329.     71.    19808.    14850.
          *1951    584.   1435.   1868.   1856.   1534.   1831.    368.    336.    611.    631.    963.    581.    12597.    14342.
