

                                    10086500 BEAR R BL UPL CO TAILRACE AT ONEIDA IDAHO        Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN
         1991   15630.   21760.   18650.   20620.   17990.   18560.   26980.   47390.   49680.   58090.   50790.   24960.   371100.
         1992   19380.   22320.   22260.   18690.   20830.   28710.   25150.   53950.   61690.   44430.   51810.    7390.   376610.
         1993   15200.   17030.   15880.   16040.   14310.   38990.   51090.   82720.   47790.   45640.   42070.   35110.   421870.
         1994   29400.   19680.   25650.   16040.   14310.   38990.   51090.   82720.   47790.   45640.   42070.   35110.   448490.

                                    10086500 BEAR R BL UPL CO TAILRACE AT ONEIDA IDAHO        Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN

         1995   22840.   21740.   23760.   26300.   24410.   41890.   29420.   29850.   59180.   64480.   61570.   37180.   442620.
         1996   18270.   24840.   26850.   24940.   29910.   49240.   36420.   52620.   45990.   32370.   48990.   31420.   421860.
         1997   24700.   28530.   31410.   18360.   21250.   32220.   69830.   71210.   53940.   40600.   41940.   31690.   465680.
         1998   98200.  100000.   74200.   40000.   25400.   70900.  114000.  132400.  119700.   77800.   89400.   95200.  1037200.
         1999   98100.   99700.   76800.   78100.   75300.   99400.  106200.  103100.   69300.   82400.   74500.   78900.  1041800.
         2000   75200.   79700.   69700.   62200.   76700.   98600.   73500.  116400.   97700.   72200.   74200.   72800.   968900.

         MEAN   44997.   45461.   46202.   43436.   39839.   50829.   64799.   62853.   54447.   62140.   60632.   49566.   625201.

          PCT    7.20%    7.27%    7.39%    6.95%    6.37%    8.13%   10.36%   10.05%    8.71%    9.94%    9.70%    7.93%   100.00%

           SD   32964.   33315.   28868.   25913.   23540.   29422.   34272.   37674.   43967.   25998.   22982.   28699.   307915.

           CV     0.73     0.73     0.62     0.60     0.59     0.58     0.53     0.60     0.81     0.42     0.38     0.58      0.49

           FILE: .\10086500                                                                      
