

                                    10059500 BEAR LAKE OUTLET CANAL NEAR PARIS IDAHO          Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN
         1983   65800.   76300.   66400.   62100.   61200.   70900.   43000.    1100.   84300.  114800.  112600.   89300.   847800.
         1984  117600.  116400.   89100.   59300.   65000.   62600.   55700.   65300.  119900.   99300.  103200.   94100.  1047500.
         1985   99200.  104100.   93900.   55600.   51200.   63100.   43700.     900.   27800.   61000.   54100.   39100.   693700.
         1986   30300.   33000.   40100.   37700.   34500.   60300.   63000.   92000.  152700.  114600.   99100.   86000.   843300.
         1987   97350.   97730.   71490.   39190.   29420.    7280.     180.   20580.   38930.   46320.   33910.   13960.   496340.
         1988     300.     290.     300.     300.     280.     300.     290.    7350.   61370.   79440.   55460.   31240.   236920.
         1989     260.     250.     260.     260.     230.     260.     250.     260.   28060.   70830.   51150.   14800.   166870.

                                    10059500 BEAR LAKE OUTLET CANAL NEAR PARIS IDAHO          Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN

         1990     350.     180.     190.     190.     170.     190.     180.   25510.   33580.   77770.   56880.   16690.   211880.
         1991    1480.     830.     860.     190.     170.     190.     180.   25510.   33580.   77770.   56880.   16690.   214330.
         1992     400.     390.     400.     860.     940.    1050.    1010.    1080.   20790.   74850.   48340.    7210.   157320.
         1993     390.     240.     250.     400.     360.     400.    7700.   55840.   59880.   47510.   54000.    2160.   229130.
         1994     610.     460.     310.     250.     300.     520.     670.     740.     710.   41400.   30270.   13560.    89800.
         1995     310.     300.     320.     310.     350.     710.     420.   17900.   61690.   76740.   60200.   21650.   240900.
         1996     310.     300.     310.     330.     310.     340.     340.     360.    1860.   34390.   53480.   20530.   112860.
         1997     310.     300.     310.     310.     280.     310.     300.     310.    9980.   44600.   42930.   13570.   113510.
         1998   59790.   60580.   44170.     310.     520.   17750.   33030.   21550.   43770.   63660.   69530.   67310.   481970.
         1999   68770.   68530.   49840.   43600.   45670.   54390.   38850.   18910.   15870.   85630.   71900.   66960.   628920.
         2000   51940.   49190.   43130.   25230.   46230.   53460.   23210.   39260.   41360.   75950.   67120.   51240.   567320.

         MEAN   19429.   18954.   19834.   17660.   13067.   11597.    5864.   12904.   30678.   61135.   56615.   32926.   301128.

          PCT    6.45%    6.29%    6.59%    5.86%    4.34%    3.85%    1.95%    4.29%   10.19%   20.30%   18.80%   10.93%   100.00%

           SD   27308.   26913.   24722.   21476.   19385.   20136.   13247.   18586.   28861.   20022.   19393.   22719.   200395.

           CV     1.41     1.42     1.25     1.22     1.48     1.74     2.26     1.44     0.94     0.33     0.34     0.69      0.67

           FILE: .\10059500                                                                      
