

                                    09406000 VIRGIN RIVER AT VIRGIN, UTAH                     Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN
         1958    8590.   11730.    9390.    7290.   12990.   18970.   38860.   57330.   10410.    7260.    9050.   17210.   209080.
         1959    7037.    8158.    8225.    7716.    8569.    8172.    7775.    5383.    4614.    3991.    8813.    4368.    82821.
         1960    4562.    6815.    7579.    7238.    7045.    9711.    9596.    8146.    4877.    3082.    3400.    6048.    78099.
         1961    6270.    9030.    7380.    6880.    5980.    7720.    7680.    5970.    3460.    4720.    9290.   14640.    89020.
         1962    5030.    6310.    6950.    6840.   19320.   12930.   36750.   14190.    6510.    5270.    4760.    6900.   131760.
         1963    5754.    6186.    7053.    7291.    7922.    7190.    7617.    6730.    3693.    3320.    8017.    8370.    79143.
         1964    5410.    7030.    6810.    6840.    6320.    8220.   14630.   16450.    5640.    5670.    6780.    3880.    93680.
         1965    4235.    6097.    6839.    6766.    6462.    7801.   20896.   26861.   15578.    6187.    6189.    8226.   122137.
         1966    6573.   13934.   12853.    7442.    7488.   14571.   21698.   11669.    5558.    6427.    6436.    5790.   120439.
         1967    7141.    7988.   39819.    8353.    7896.   10481.   13416.   25579.   12482.    8122.    7878.   13410.   162565.
         1968    6185.    7424.    8950.    8237.   10455.   13347.   19922.   22658.    8438.   11062.   14178.    6169.   137025.
         1969    6278.    7710.    7997.   28364.   14279.   20962.   58178.   67132.   14355.   10661.    7266.    6385.   249567.
         1970    7303.    9981.    9122.    8263.    7385.   11248.    7222.    9116.    5153.    9223.   13744.    7287.   105047.
         1971    5284.    9182.    8547.    8224.    7119.    8773.    9122.   14242.    6242.    4939.   10292.    5010.    96976.
         1972    8809.    6339.   22967.    8368.    6962.    6829.    6117.    5353.    9511.    3832.    7212.   15553.   107852.
         1973   12012.    7248.    7030.    7934.    9078.   16687.   38853.   80381.   23873.    6266.    6395.    5040.   220797.
         1974    6240.    6740.    7490.    9313.    7279.    8065.    7238.    6637.    4540.    5625.    5800.    8654.    83621.
         1975    9132.    6258.    6448.    6724.    6855.   11048.    9408.   18530.    8343.    7597.    5522.    5431.   101296.
         1976    5230.    3142.    4804.    4114.    5421.    4977.   10245.   11683.    4667.    6486.    5238.    4707.    70714.
         1977    5397.    3170.    4794.    7250.    6208.    4070.    4747.    7972.    7238.    7272.    6272.    4413.    68803.

                                    09406000 VIRGIN RIVER AT VIRGIN, UTAH                     Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN

         1978    4608.    3572.    4810.    9985.   16864.   54881.   34880.   43199.   10883.    4750.    4927.    4927.   198286.
