                        09271000 ASHLEY C, SIGN OF THE MAINE, NR VERNAL, UTAH                                            PAGE  1

           WATER
           YEAR    OCT     NOV     DEC     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP       ANN
          *1987   2024.   1628.    404.    990.    661.   1297.   3893.  65155.  25064.   9687.   6945.   3208.   120956.   100129.
          *1988  15576.   3427.   5460.  14410.  36368.  52495.    874.   2374.   6051.   5009.   2477.   2206.   146725.    26946.
          *1989  71698.  35313.   6443.   2483.   4400.  10031.   3333.    389.   3895.   3848.   2460.   1839.   146133.    18840.
          *1990  30840.  36593.  39514.  19718.  10604.   9670.   2110.   4166.  24213.   7295.   3632.   3278.   191635.    52367.
                        09271000 ASHLEY C, SIGN OF THE MAINE, NR VERNAL, UTAH                                            PAGE  5

           WATER
           YEAR    OCT     NOV     DEC     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP       SUM       ANN

          *1991  22364.  36161. 144327. 109406.  25726.  46659.    402.   1934.  27781.   7039.   7026.   6954.   435778.    61308.
          *1992   7901.  27013.  63938.  17236.   3211.   8883.   2362.   6360.   7169.   6159.   2809.   2780.   155822.    34929.
          *1993  23008.  33886.   8604.   3874.  27799.   9909.    815.  43484.  18342.   8490.   7153.   3797.   189161.    71829.
          *1994  11671.   4814.   1445.   6574.   4107.   2144.   1683.   8039.   6771.   7282.   3454.   3110.    61094.    40944.
          *1995    911.    624.   1683.   1151.   1199.    147.   1577.   1000. 119492.  33101.   8113.   6417.   175414.   253367.
          *1996   9092.  12885.  19273.   4083.   7589.   7786.    902.  10729.  11819.   9835.   5242.   3680.   102916.    54459.
          *1997  17669.  13730. 100795.  25707.  55782.   1273.   1839.  89151.  26273.   8015.   8161.  12265.   360659.   107772.
          *1998    185.    349.    281.    174.    181.    122.   1876.  38310.  74763.  18653.   7404.   6857.   149154.   206393.
          *1999    657.    961.    559.    151.    375.    698.    634.  16693.  85574.  10074.   5820.   9457.   131654.   168242.
          *2000  13655.   7127.   2031.   1941.    948.   1179.   2409.  18342.   8730.   6876.   3422.   3341.    70001.    48344.
          *2001   4054.   1003.   3075.   1595.   1193.   1156.   3901. 171286.  18915.  10094.   4974.   2391.   223638.    96367.
          *2002  31441.  17889.  16709.  29459.  33575.  12462.    487.    223.   2478.   2825.   1651.   2253.   151453.    13492.
          *2003  13213.   8865.   9973.  13968.  10314.   9553.    961.  15335.  11759.   9227.   3404.   2800.   109372.    50118.
          *2004  30350.  15625.  10354.   5244.   5680.    485.   1830.   6551.   7285.   8179.   3801.   3181.    98564.    40699.
          *2005   2079.    533.    119.    124.     28.     32.  10957. 784719.  93676.  20372.   8908.   6289.   927838.   312519.
