                        09262000 BIG BRUSH CREEK NEAR VERNAL,UTAH                 Acre-Feet                              PAGE  1

           WATER
           YEAR    OCT     NOV     DEC     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP       ANN
           2008   6405.   2644.   1936.   1839.   1396.   1426.   1962.  11540.  15320.   9394.   6079.   5032.    64973.
           2009   3176.   2037.   1847.   1987.   1220.   1297.   2079.  20705.  15094.  12377.   7696.   5010.    74525.
           2010   3132.   1926.   1644.   1396.   1172.   1373.   1932.   7783.  27856.  12541.   6222.   3955.    70932.
           2011   3770.   2370.   1740.   1250.   1180.   1270.   2470.  10500.  59460.  36400.  13000.   8990.   142400.

          +AVE.   4027.   2646.   2149.   1813.   1510.   1702.   2874.  17487.  23661.  11366.   7777.   5376.    82852.


          +   AVE. GIVEN FOR YEARS OF CONCURRENT DATA WITH CORRELATED STATION
                        09262000 BIG BRUSH CREEK NEAR VERNAL,UTAH                 Acre-Feet                              PAGE  4

           R      0.609   0.749   0.670   0.689   0.782   0.749   0.943   0.886   0.952   0.926   0.702   0.356               0.932
           A   -.17E+03-.98E+020.63E+020.88E+020.16E+030.98E+02-.47E+03-.12E+03-.21E+04-.72E+03-.12E+020.26E+03          -0.630E+04
           B   0.30E+000.36E+000.34E+000.36E+000.35E+000.42E+000.73E+000.43E+000.38E+000.25E+000.18E+000.15E+00           0.383E+00

           WATER
           YEAR    OCT     NOV     DEC     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP       SUM       ANN

          *1919   1347.    972.    795.    756.    747.    916.   1885.   6709.  -1200.   -354.    265.    635.    13472.     9984.
          *1920   1034.   1108.    899.    645.    768.   1355.   1173.   9329.   9536.    636.    484.    522.    27490.    24728.
          *1921    289.    176.    356.    400.    454.    230.    313.    868.  -1527.   -715.   1899.   1558.     4299.     4991.
          *1922   1323.    703.     63.    113.    160.     98.   -471.  14385.  28745.   3965.   2157.   1317.    52559.    55294.
          *1923   -173.    -98.     63.     88.    160.     98.   -471.  13253.  18584.   4063.   1512.   1047.    38126.    39250.
          *1924   1383.   1138.     63.     88.    160.     98.   -471.   4468.    627.    390.    618.    697.     9258.     8003.
          *1925    612.    730.     63.     88.    160.    123.   1281.   8245.   3776.   1301.    363.    309.    17050.    13922.
          *1926   -173.    -98.    104.     88.    160.     98.   2478.   1454.  -2002.   -715.     12.    869.     2275.    -1591.
          *1927    715.     98.     63.     88.    180.     98.   -471.   3396.   6913.   2513.   1557.   3392.    18539.    23847.
          *1928   1324.   1693.     63.     88.    190.     98.   -471.   -122.  -2090.    -53.    874.    856.     2449.     2007.
          *1930   1785.   1472.   1084.   1138.    900.    928.   1358.  11802.   6550.   1813.   2236.   1307.    32373.    33398.
          *1931   1607.   1017.   1004.    867.    747.    941.   1303.   3389.    457.     74.    702.    681.    12789.    10906.
          *1932    725.    765.    816.    801.    764.    881.   1522.  12826.   7540.   2206.   1431.    887.    31163.    30244.
          *1933    731.    674.    585.    756.    649.    705.    651.   3143.   6364.   1541.    685.    634.    17118.    16085.
          *1934    508.    618.    585.    578.    551.    558.   2014.   2588.   -969.   -375.    742.    677.     8076.     5335.
          *1935    575.    620.    733.    754.    748.    916.   1205.   2464.  10502.   1010.    701.    707.    20936.    19598.
          *1936    578.    618.    733.    764.    715.    775.   1342.   6152.   1570.   1231.   1764.   1466.    17709.    18269.
          *1937   1095.   1090.    794.    754.    650.    738.   1659.  15461.   4908.   1988.   1438.   1109.    31683.    30704.
          *1938   1029.    714.    709.    765.    745.    871.   2413.   9301.  11296.   2035.   1285.   1404.    32566.    32338.
          *1939   2687.   1900.   1108.    979.    845.    992.   3910.  10030.   1740.    900.    810.   1010.    26911.    22282.
           1940   1025.    756.    702.    700.    651.    728.   2237.   7115.   1212.    908.    742.    764.    17540.    17540.
           1941    800.    740.    620.    680.    630.    690.    780.  11270.  10740.   2100.   1360.   1470.    31880.    31880.
           1942   3400.   2430.   1480.   1110.    930.   1070.   3640.   9810.  11430.   2730.   1660.   1220.    40910.    40910.
           1943   1093.    976.    833.    776.    754.    895.   3477.   5191.   2727.   1265.   1055.    926.    19968.    19968.
           1944    900.    800.    800.    740.    690.    820.    930.  10460.  14410.   3520.   1760.   1370.    37200.    37200.
           1945   1238.   1097.   1021.    916.    795.    910.    956.   6063.   5627.   1589.   1164.   1113.    22489.    22489.
           1946   1127.    980.    885.    799.    680.    787.   2392.   2485.   1615.   1089.   1004.    839.    14682.    14682.
           1947    930.    950.   1000.    920.    810.    930.   2080.  13580.  11880.   4460.   2120.   1550.    41210.    41210.
           1948   1240.    938.    859.    861.    740.    807.   1146.   8335.   5332.   1948.   1613.   1279.    25098.    25098.
           1949   1040.    820.    800.    800.    710.    800.   2020.  12160.   9390.   2330.   1960.   1170.    34000.    34000.
           1950   1860.   1160.   1080.   1000.    830.    890.   3120.  10110.  11090.   2370.   1560.   1200.    36270.    36270.
           1951   1182.   1004.   1000.    825.    750.    833.   1000.   6067.   3535.   1551.   1101.    825.    19673.    19673.
           1952    940.    790.    690.    600.    580.    810.   2810.  14120.   9400.   1990.   1650.   1050.    35430.    35430.
           1953   1020.    883.    893.    877.    780.    883.   1168.   3864.   5566.   1656.   1260.    825.    19675.    19675.
           1954    863.    833.    772.    758.    674.    837.   2132.   5058.   1523.   1222.    895.    879.    16446.    16446.
           1955    845.    768.    604.    676.    611.    772.   1006.   3614.   2465.   1325.    980.    744.    14410.    14410.
           1956    736.    657.    676.    676.    688.    841.   1291.   6006.   2097.   1085.    912.    710.    16375.    16375.
           1957    730.    690.    690.    680.    610.    680.    740.   4520.  12700.   2920.   1760.   1160.    27880.    27880.
           1958   1025.    815.    734.    662.    690.    811.   1057.   9896.   4979.   1426.   1004.    748.    23847.    23847.
           1959    690.    647.    744.    674.    580.    611.    932.   4699.   3356.   1150.    964.    803.    15850.    15850.
           1960    787.    593.    591.    582.    522.    617.   1281.   2676.   2408.    968.    958.    640.    12623.    12623.
           1961    741.    681.    758.    587.    507.    590.    716.   3919.   2339.    859.    760.    806.    13263.    13263.
           1962    700.    650.    590.    520.    730.   1040.   5310.  14160.   8650.   1730.   1140.   1110.    36330.    36330.
           1963    970.    680.    655.    652.    620.    722.    904.   3285.   1991.    672.    610.    766.    12527.    12527.
           1964    692.    580.    570.    569.    594.    596.    732.   6444.   5302.   1454.   1004.    768.    19305.    19305.
           1965    760.    580.    520.    560.    690.    600.    810.   6660.  14470.   3620.   1960.   1030.    32260.    32260.
           1966   1110.   1220.    940.    840.    740.    910.   3050.  10150.   1950.   1060.   1070.    910.    23950.    23950.
           1967    860.    720.    740.    710.    640.    710.   1110.   7190.  12540.   2750.   1490.   1410.    30870.    30870.
           1968   1190.    860.    790.    800.    700.    820.   1110.   5610.  15170.   2600.   1810.   1130.    32590.    32590.
           1969   1470.    910.    800.    860.    770.    820.   1990.  11520.   3980.   2100.   1380.   1040.    27640.    27640.
           1970    860.    820.    820.    740.    740.    920.    950.   7980.  13290.   2450.   1370.   1090.    32030.    32030.
           1971   1070.    750.    740.    700.    760.    840.   1040.   5860.  12150.   2120.   1590.   1490.    29110.    29110.
           1972   1236.    900.    912.    881.    857.   1119.   1525.   6750.   3780.   1273.   1277.   1029.    21539.    21539.
           1973    890.    840.    890.    830.    710.    950.   1200.  11960.  13890.   3490.   2320.   1550.    39520.    39520.
           1974   1311.    964.    930.    900.    778.    887.   1196.   9896.   4020.   1123.    805.    659.    23469.    23469.
           1975    690.    710.    720.    650.    600.    720.    840.   4040.  14050.   8540.   2510.   1760.    35830.    35830.
           1976   1148.    893.    776.    738.    736.    843.    930.   8075.   4528.   2815.   1630.    966.    24078.    24078.
           1977    746.    730.    768.    680.    611.    706.   1006.   1976.   1898.   1529.   1781.    861.    13292.    13292.
           1978    783.    756.    740.    738.    649.    680.   1246.   5881.   6014.   2642.   1851.   1018.    22998.    22998.
           1979    772.    710.    609.    520.    534.    714.   1154.   7555.   4058.   2196.   2150.   1295.    22267.    22267.
          *1980    701.    620.    651.    580.    586.    617.   1439.   5266.  13365.   2479.   1363.    980.    28649.    28940.
          *1981   1172.    818.    766.    700.    681.    737.   2691.   7189.   3534.   1121.   1304.    859.    21572.    20019.
          *1982   1040.    890.    835.    666.    656.    746.   1190.   8020.   8401.   2807.   1484.   1729.    28465.    30124.
          *1983   2636.   1371.   1107.   1030.    829.    975.   1205.   4750.  24276.   6212.   1913.   1105.    47407.    51597.
          *1984   1942.   1313.    984.    773.    879.   1014.   1643.  11121.   4415.   2025.   2616.   1646.    30370.    32384.
          *1985   1454.    901.    644.    710.    710.    906.   4109.   9120.   2426.   1981.   1448.   1594.    26004.    25405.
          *1986    999.   1028.    760.    678.    843.   1145.   2844.  12459.  14118.   2195.   1686.   1135.    39891.    39243.
          *1987   1330.   1038.   1042.    831.    764.    840.   2011.   9682.   6129.   2007.   1600.    935.    28207.    27773.
          *1988    751.    883.    723.    607.    540.    581.   1169.   4300.   1190.    745.    707.    766.    12962.    11281.
          *1989    469.    522.    707.    745.    645.    684.   1907.   2742.    377.    423.    703.    700.    10623.     8379.
          *1990    612.    517.    552.    585.    598.    686.   1624.   4940.   5948.   1367.    958.    946.    19335.    18276.
                        09262000 BIG BRUSH CREEK NEAR VERNAL,UTAH                 Acre-Feet                              PAGE  5

           WATER
           YEAR    OCT     NOV     DEC     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP       SUM       ANN

          *1991    675.    519.    465.    483.    556.    588.    851.   4087.   6695.   1298.   1614.   1483.    19315.    20308.
          *1992    913.    555.    518.    594.    663.    692.   1690.   5482.   1570.   1060.    781.    865.    15383.    13738.
          *1993    669.    527.    679.    706.    552.    685.   1138.   8774.   4627.   1688.   1637.   1028.    22710.    22520.
          *1994    817.    819.    870.    664.    649.    798.   1496.   5807.   1437.   1364.    921.    919.    16561.    15409.
          *1995   1644.   1274.    852.    816.    724.   1054.   1461.   3470.  20468.   7967.   1808.   1410.    42948.    48106.
          *1996    877.    658.    609.    702.    616.    701.   1184.   6233.   2966.   2046.   1281.   1010.    18882.    18766.
          *1997    724.    648.    488.    568.    522.    842.   1545.  10449.   6384.   1561.   1817.   2151.    27698.    29060.
          *1998   2486.   1440.   1097.   1026.    861.   1074.   1556.   8507.  14569.   4337.   1682.   1470.    40105.    42764.
          *1999   1792.   1162.    995.   1044.    805.    896.   1029.   6945.  16089.   2109.   1391.   1809.    36065.    37961.
          *2000    780.    751.    830.    767.    739.    849.   1702.   7107.   2067.   1254.    914.    956.    18716.    17305.
          *2001   1100.   1151.    783.    785.    724.    850.   2013.  12246.   4762.   2115.   1229.    799.    28556.    27122.
          *2002    609.    610.    621.    559.    544.    669.    924.   2383.   -248.    135.    511.    774.     8091.     6105.
          *2003    788.    715.    666.    609.    600.    687.   1213.   6802.   2949.   1884.    910.    868.    18691.    17738.
          *2004    615.    629.    662.    682.    631.    930.   1542.   5522.   1608.   1605.    993.    931.    16351.    15343.
          *2005   1320.   1317.   1240.   1069.   1030.   1236.   2837.  17708.  17184.   4776.   1947.   1392.    53056.    54176.
          *2006   1031.    805.    668.    713.    695.    805.   1849.   9059.   1516.   1667.   1079.    927.    20815.    19511.
          *2007   1463.    808.    710.    694.    593.    780.   1678.   5199.    388.    533.    737.    865.    14448.    12664.
          *2008   1751.    856.    721.    754.    652.    690.    965.   4884.   3674.   1600.   1080.    998.    18626.    18565.
          *2009    781.    637.    691.    808.    590.    637.   1051.   8860.   3589.   2335.   1371.    995.    22344.    22221.
          *2010    768.    597.    622.    593.    573.    668.    943.   3255.   8390.   2376.   1106.    840.    20731.    20846.
          *2011    959.    758.    655.    541.    576.    626.   1337.   4433.  20280.   8255.   2324.   1578.    42322.    48198.

           AVE.   1045.    841.    724.    690.    649.    754.   1489.   7195.   6674.   1994.   1309.   1082.    24446.    24324.


          * DATA CORRELATED WITH STATION:     09299500 WHITEROCKS RIVER NEAR WHITEROCKS, UT                                   
          Count      92      92      92      92      92      92      92      92      92      92      92      92                  92

           NUMBER OF YEARS   92                       Linear Regression   
                                                                                                                        PAGE  6

          Correlation Coefficients           13:22:33.2          05/16/2012
                      Linear Regression   
          1 OCT  A=-.173114195E+03, B=0.300417576E+00, R=  0.609145, R*R=  0.371058
          2 NOV  A=-.975795444E+02, B=0.360820420E+00, R=  0.748648, R*R=  0.560475
          3 DEC  A=0.625986908E+02, B=0.340202836E+00, R=  0.670085, R*R=  0.449014
          4 JAN  A=0.879462614E+02, B=0.362143284E+00, R=  0.688548, R*R=  0.474098
          5 FEB  A=0.160160180E+03, B=0.352173578E+00, R=  0.781731, R*R=  0.611103
          6 MAR  A=0.978126590E+02, B=0.415519958E+00, R=  0.749382, R*R=  0.561574
          7 APR  A=-.471009059E+03, B=0.731862611E+00, R=  0.942533, R*R=  0.888369
          8 MAY  A=-.121942416E+03, B=0.433825180E+00, R=  0.886128, R*R=  0.785224
          9 JUN  A=-.208976464E+04, B=0.376221757E+00, R=  0.952153, R*R=  0.906595
         10 JUL  A=-.715115725E+03, B=0.246444777E+00, R=  0.926325, R*R=  0.858079
         11 AUG  A=-.124176195E+02, B=0.179731300E+00, R=  0.701830, R*R=  0.492566
         12 SEP  A=0.259800651E+03, B=0.146669207E+00, R=  0.356112, R*R=  0.126816
         13 ANN  A=-.630098907E+04, B=0.382719427E+00, R=  0.931865, R*R=  0.868372


         Base Station:       09299500.MON
         Correlated Station: 09262000.MON
         Print File Name:    O:\STREAMFL\MONTH\09262000.PRN
         Output/Save File:   
