

                        09289500 LAKE FORK RIVER AB MOON LAKE, NR MOUNTAIN HOME,  Acre-Feet             

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN
         1998    6250.    2800.    1930.    1520.    1180.    1320.    1530.   10830.   40730.   29830.    8580.    5770.   112270.
         1999    4240.    3230.    2280.    1880.    1720.    1860.    2100.   14060.   48450.   16800.    6790.    6210.   109620.
         2000    2790.    1990.    1940.    1920.    1790.    2080.    2470.   20510.    9780.    3280.    2780.    3650.    54980.

         MEAN    3052.    2243.    1837.    1590.    1340.    1496.    2564.   15375.   30369.   12721.    5638.    3815.    82778.

          PCT    3.69%    2.71%    2.22%    1.92%    1.62%    1.81%    3.10%   18.57%   36.69%   15.37%    6.81%    4.61%   100.00%

           SD    1285.     638.     485.     336.     300.     352.    1139.    6999.   13695.    8979.    2410.    1775.    23625.

           CV     0.42     0.28     0.26     0.21     0.22     0.24     0.44     0.46     0.45     0.71     0.43     0.47      0.29

           FILE: .\09289500                                                                      
