

                                     10055500 BEAR LAKE AT LIFTON NEAR ST. CHARLES              EOM Stor

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN
         1964  682200.  696700.  700000.  708600.  723300.  744600.  800900.  868900.  995400.  958300.  880400.  836400.  9595700.
         1965  825000.  829700.  878400.  905000.  926200.  946600. 1013000. 1150000. 1302000. 1357000. 1313000. 1293000. 12738900.
         1966 1270000. 1250000. 1210000. 1170000. 1150000. 1130000. 1240000. 1300000. 1250000. 1160000. 1070000. 1050000. 14250000.
         1967 1040000. 1040000. 1050000. 1060000. 1080000. 1100000. 1150000. 1210000. 1340000. 1360000. 1260000. 1190000. 13880000.
         1968 1150000. 1100000. 1070000. 1060000. 1090000. 1130000. 1150000. 1160000. 1250000. 1210000. 1180000. 1170000. 13720000.
         1969 1150000. 1110000. 1080000. 1060000. 1070000. 1040000. 1160000. 1260000. 1270000. 1250000. 1180000. 1150000. 13780000.
         1970 1150000. 1130000. 1120000. 1120000. 1140000. 1140000. 1150000. 1170000. 1240000. 1210000. 1140000. 1110000. 13820000.
         1971 1120000. 1130000. 1110000. 1100000. 1100000. 1090000. 1200000. 1350000. 1380000. 1360000. 1300000. 1230000. 14470000.
         1972 1200000. 1160000. 1120000. 1110000. 1080000. 1130000. 1200000. 1300000. 1400000. 1360000. 1290000. 1220000. 14570000.
         1973 1210000. 1180000. 1140000. 1120000. 1090000. 1070000. 1130000. 1240000. 1250000. 1210000. 1170000. 1150000. 13960000.
         1974 1130000. 1130000. 1110000. 1100000. 1090000. 1100000. 1160000. 1270000. 1310000. 1270000. 1180000. 1110000. 13960000.
         1975 1110000. 1120000. 1090000. 1070000. 1090000. 1110000. 1130000. 1190000. 1320000. 1350000. 1290000. 1220000. 14090000.
         1976 1150000. 1110000. 1100000. 1070000. 1050000. 1040000. 1140000. 1270000. 1300000. 1260000. 1220000. 1170000. 13880000.
         1977 1130000. 1100000. 1060000. 1030000. 1040000. 1060000. 1050000. 1020000.  949000.  853000.  800000.  786000. 11878000.
         1978  765000.  760000.  765000.  775000.  786000.  801000.  851000.  953000. 1030000. 1030000.  966000.  959000. 10441000.
         1979  957000.  960000.  978000. 1010000. 1030000. 1040000. 1090000. 1130000. 1130000. 1040000. 1000000.  956000. 12321000.
         1980  947000.  937000.  938000.  973000. 1010000. 1030000. 1110000. 1320000. 1370000. 1350000. 1260000. 1180000. 13425000.
         1981 1120000. 1090000. 1060000. 1050000. 1050000. 1070000. 1070000. 1080000. 1080000. 1020000.  931000.  883000. 12504000.
         1982  872000.  873000.  883000.  904000.  921000.  958000. 1010000. 1150000. 1260000. 1310000. 1290000. 1240000. 12671000.
         1983 1231000. 1193000. 1177000. 1140000. 1114000. 1102000. 1104000. 1280000. 1404000. 1403000. 1370000. 1323000. 14841000.
         1984 1249000. 1177000. 1136000. 1110000. 1078000. 1056000. 1111000. 1275000. 1398000. 1390000. 1346000. 1280000. 14606000.
         1985 1212000. 1161000. 1095000. 1077000. 1061000. 1046000. 1131000. 1263000. 1276000. 1255000. 1177000. 1127000. 13881000.
         1986 1100000. 1090000. 1070000. 1060000. 1090000. 1120000. 1220000. 1350000. 1420000. 1390000. 1320000. 1260000. 14490000.
         1987 1199000. 1127000. 1070000. 1053000. 1051000. 1086000. 1119000. 1128000. 1111000. 1077000. 1035000. 1000000. 13056000.

                                     10055500 BEAR LAKE AT LIFTON NEAR ST. CHARLES              EOM Stor

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN

         1988  984000.  995000. 1001000. 1013000. 1036000. 1065000. 1096000. 1116000. 1050000.  947000.  875000.  816000. 11994000.
         1989  801000.  795000.  798000.  803000.  826000.  869000.  897000.  920000.  906000.  813000.  751000.  731000.  9910000.
         1990  719000.  715000.  715000.  731000.  739000.  747000.  759000.  738000.  717000.  644000.  570000.  503000.  8297000.
         1991  479000.  480000.  479000.  494000.  504000.  518000.  530000.  556000.  591000.  514000.  452000.  442000.  6039000.
         1992  436000.  446200.  457100.  465400.  480100.  505700.  521100.  469900.  392200.  331900.  239500.  220400.  4965500.
         1993  205000.  205000.  206000.  216000.  230000.  272000.  317000.  431000.  540000.  534000.  527000.  508000.  4191000.

         MEAN  831552.  821128.  812197.  810749.  818933.  843097.  901003.  973249. 1002034.  955941.  891565.  846594. 10508042.

          PCT    7.91%    7.81%    7.73%    7.72%    7.79%    8.02%    8.57%    9.26%    9.54%    9.10%    8.48%    8.06%   100.00%

           SD  324472.  313866.  303661.  293830.  286847.  280084.  281888.  303767.  320516.  335528.  336922.  332815.  3601056.

           CV     0.39     0.38     0.37     0.36     0.35     0.33     0.31     0.31     0.32     0.35     0.38     0.39      0.34

           FILE: .\10055500                                                                      
