

                                    09405500 NORTH FORK VIRGIN RIVER NEAR SPRINGDALE,UTAH     Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN
         1991    2212.    2495.    2440.    2400.    2727.    4635.    6202.    8638.    3610.    2440.    2120.    2146.    42065.
         1992    2050.    2470.    2480.    2540.    3360.    5650.   14410.    9840.    3730.    2900.    3240.    2450.    55120.
         1993    3210.    3090.    3030.    5480.    5600.   16160.   38310.   50000.   12230.    5480.    3890.    3250.   149730.
         1994    4243.    4429.    4516.    3854.    4104.    5338.    9009.    9074.    3378.    2120.    2331.    2291.    54687.

                                    09405500 NORTH FORK VIRGIN RIVER NEAR SPRINGDALE,UTAH     Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN

         1995    2960.    2790.    3140.    4390.    6100.   16680.   19310.   45200.   24070.    6930.    4370.    3590.   139530.
         1996    3582.    4153.    4314.    4038.    5877.    4969.    5030.    3967.    2533.    2765.    2575.    1993.    45796.
         1997    2362.    3965.    4104.    5919.    3360.    6756.    8773.    6954.    3314.    2430.    3443.    6474.    57854.
         1998    4390.    3240.    3140.    3570.    3910.    8090.   18870.   43960.   15220.    6810.    3940.    6840.   121980.
         1999    4907.    4491.    4300.    4001.    3562.    4385.    5671.    8132.    5197.    3471.    3814.    2624.    54555.
         2000    2480.    2730.    2780.    3140.    3890.    5560.   12300.    7530.    2570.    1980.    2320.    1950.    49230.

         MEAN    3463.    3369.    3602.    3566.    4111.    6021.   13578.   19075.    6864.    3934.    3771.    3487.    74840.

          PCT    4.63%    4.50%    4.81%    4.76%    5.49%    8.05%   18.14%   25.49%    9.17%    5.26%    5.04%    4.66%   100.00%

           SD    1245.     808.    1947.    1394.    3072.    2902.    8740.   17437.    6099.    1666.    1403.    1601.    35881.

           CV     0.36     0.24     0.54     0.39     0.75     0.48     0.64     0.91     0.89     0.42     0.37     0.46      0.48

           FILE: .\09405500                                                                      
