

                                    10068500 BEAR RIVER AT PESCADERO, IDAHO                   Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN
         1991    4470.    4670.    5060.    5060.    4620.    8520.    5030.   36400.   40860.   85750.   59830.   20230.   280500.
         1992    4230.    6740.    4990.    5430.    5530.    6490.    7390.   13230.   38150.   88960.   54920.   11440.   247500.
         1993    3420.    4190.    3780.    4680.    4820.   11830.   12990.   61510.   74400.   54990.   61310.    4990.   302910.
         1994    5720.    5250.    5830.    3400.    3150.   14330.   16400.   23570.   24280.   52380.   34560.   18150.   207020.
         1995    3250.    3760.    4930.    6320.    5570.    8550.    8560.   24680.   70830.   84690.   64310.   26870.   312320.
         1996    4890.    8670.    9450.    4040.    4040.   15250.    9810.   16390.   23710.   45170.   58960.   23390.   223770.
         1997    6190.    8670.   12420.    4550.    4430.    8600.   24570.   27050.   35160.   53320.   46130.   18260.   249350.
         1998   75170.   75110.   57190.   14030.   15540.   46310.   59880.   60520.   84670.   80230.   83370.   81650.   733670.
         1999   76640.   77750.   60700.   57130.   51570.   64760.   60560.   45030.   42140.   98040.   77380.   72480.   784180.
         2000   62050.   58800.   46210.   38490.   51860.   65270.   42370.   70760.   68850.   87450.   73960.   57870.   723940.

         MEAN   28972.   28631.   29510.   25427.   21568.   24291.   26048.   34562.   53225.   72693.   62240.   40063.   444514.

                                    10068500 BEAR RIVER AT PESCADERO, IDAHO                   Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN


          PCT    6.52%    6.44%    6.64%    5.72%    4.85%    5.46%    5.86%    7.78%   11.97%   16.35%   14.00%    9.01%   100.00%

           SD   30558.   30163.   27806.   23517.   23608.   25674.   20891.   22038.   36948.   24484.   20319.   24775.   254359.

           CV     1.05     1.05     0.94     0.92     1.09     1.06     0.80     0.64     0.69     0.34     0.33     0.62      0.57

           FILE: .\10068500                                                                      
